No --seed given; using freshly-generated seed=769518776 (saved to runs/gemini-2.5-flash/run_meta.json -- pass --seed 769518776 to reproduce, or just resume against this same --out-dir).
[83/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=story persona_context=same rep=3 -- ok
[84/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=story persona_context=same rep=8 -- ok
[85/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=story persona_context=same rep=7 -- ok
[86/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=literal persona_context=same rep=0 -- ok
[87/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=literal persona_context=same rep=1 -- ok
[88/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=literal persona_context=same rep=2 -- ok
[89/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=literal persona_context=same rep=5 -- ok
[90/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=literal persona_context=same rep=3 -- ok
[91/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=literal persona_context=same rep=6 -- ok
[92/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=literal persona_context=same rep=4 -- ok
[93/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=literal persona_context=same rep=9 -- ok
[94/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=story persona_context=same rep=1 -- ok
[95/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=story persona_context=same rep=0 -- ok
[96/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=literal persona_context=same rep=7 -- ok
[97/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=literal persona_context=same rep=8 -- ok
[98/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=story persona_context=same rep=5 -- ok
[99/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=story persona_context=same rep=4 -- ok
[100/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=story persona_context=same rep=3 -- ok
[101/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=story persona_context=same rep=2 -- ok
[102/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=story persona_context=same rep=7 -- ok
[103/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=story persona_context=same rep=6 -- ok
[104/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=literal persona_context=same rep=0 -- ok
[105/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=story persona_context=same rep=8 -- ok
[106/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=literal persona_context=same rep=1 -- ok
[107/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=literal persona_context=same rep=2 -- ok
[108/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=literal persona_context=same rep=4 -- ok
[109/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cooperator framing=story persona_context=same rep=9 -- ok
[110/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=literal persona_context=same rep=6 -- ok
[111/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=literal persona_context=same rep=3 -- ok
[112/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=literal persona_context=same rep=7 -- ok
[113/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=literal persona_context=same rep=9 -- ok
[114/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=literal persona_context=same rep=5 -- ok
[115/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=story persona_context=same rep=0 -- ok
[116/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=literal persona_context=same rep=8 -- ok
[117/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=story persona_context=same rep=1 -- ok
[118/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=story persona_context=same rep=2 -- ok
[119/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=story persona_context=same rep=4 -- ok
[120/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=story persona_context=same rep=3 -- ok
[121/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=story persona_context=same rep=7 -- ok
[122/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=story persona_context=same rep=5 -- ok
[123/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=story persona_context=same rep=8 -- ok
[124/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=story persona_context=same rep=9 -- ok
[125/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=cheater framing=story persona_context=same rep=6 -- ok
[126/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=literal persona_context=same rep=1 -- ok
[127/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=literal persona_context=same rep=0 -- ok
[128/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=literal persona_context=same rep=3 -- ok
[129/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=literal persona_context=same rep=5 -- ok
[130/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=literal persona_context=same rep=7 -- ok
[131/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=literal persona_context=same rep=9 -- ok
[132/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=literal persona_context=same rep=2 -- ok
[133/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=literal persona_context=same rep=6 -- ok
[134/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=literal persona_context=same rep=4 -- ok
[135/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=literal persona_context=same rep=8 -- ok
[136/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=story persona_context=same rep=1 -- ok
[137/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=story persona_context=same rep=0 -- ok
[138/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=story persona_context=same rep=4 -- ok
[139/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=story persona_context=same rep=3 -- ok
[140/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=story persona_context=same rep=2 -- ok
[141/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=story persona_context=same rep=7 -- ok
[142/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=story persona_context=same rep=5 -- ok
[143/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=story persona_context=same rep=6 -- ok
[144/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=literal persona_context=same rep=1 -- ok
[145/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=literal persona_context=same rep=2 -- ok
[146/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=literal persona_context=same rep=0 -- ok
[147/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=story persona_context=same rep=8 -- ok
[148/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=literal persona_context=same rep=3 -- ok
[149/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=literal persona_context=same rep=4 -- ok
[150/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=literal persona_context=same rep=7 -- ok
[151/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=literal persona_context=same rep=8 -- ok
[152/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=literal persona_context=same rep=9 -- ok
[153/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=literal persona_context=same rep=6 -- ok
[154/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=copycat framing=story persona_context=same rep=9 -- ok
[155/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=story persona_context=same rep=1 -- ok
[156/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=story persona_context=same rep=3 -- ok
[157/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=literal persona_context=same rep=5 -- ok
[158/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=story persona_context=same rep=5 -- ok
[159/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=story persona_context=same rep=2 -- ok
[160/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=story persona_context=same rep=6 -- ok
[161/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=story persona_context=same rep=0 -- ok
[162/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=story persona_context=same rep=8 -- ok
[163/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=story persona_context=same rep=7 -- ok
[164/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=story persona_context=same rep=9 -- ok
[165/165 pending, 400 total] model=google/gemini-2.5-flash persona=consultant opponent=detective framing=story persona_context=same rep=4 -- ok
Done. Results under runs/gemini-2.5-flash
