No --seed given; using freshly-generated seed=1202305597 (saved to runs/qwen3-8b/run_meta.json -- pass --seed 1202305597 to reproduce, or just resume against this same --out-dir).
[138/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=literal persona_context=same rep=6 -- ok
[139/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=literal persona_context=same rep=3 -- ok
[140/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=literal persona_context=same rep=8 -- ok
[141/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=literal persona_context=same rep=5 -- ok
[142/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=story persona_context=same rep=2 -- ok
[143/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=story persona_context=same rep=3 -- ok
[144/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=story persona_context=same rep=7 -- ok
[145/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=literal persona_context=same rep=1 -- ok
[146/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=literal persona_context=same rep=0 -- ok
[147/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=story persona_context=same rep=9 -- ok
[148/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=literal persona_context=same rep=2 -- ok
[149/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=story persona_context=same rep=6 -- ok
[150/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=literal persona_context=same rep=4 -- ok
[151/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=literal persona_context=same rep=3 -- ok
[152/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=literal persona_context=same rep=5 -- ok
[153/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=literal persona_context=same rep=8 -- ok
[154/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=literal persona_context=same rep=6 -- ok
[155/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=story persona_context=same rep=5 -- ok
[156/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=literal persona_context=same rep=1 -- ok
[157/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=story persona_context=same rep=1 -- ok
[158/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=story persona_context=same rep=2 -- ok
[159/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=story persona_context=same rep=0 -- ok
[160/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=story persona_context=same rep=8 -- ok
[161/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=literal persona_context=same rep=7 -- ok
[162/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=story persona_context=same rep=4 -- ok
[163/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=story persona_context=same rep=3 -- ok
[164/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=literal persona_context=same rep=9 -- ok
[165/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=story persona_context=same rep=6 -- ok
[166/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=story persona_context=same rep=5 -- ok
[167/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=story persona_context=same rep=8 -- ok
[168/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=story persona_context=same rep=7 -- ok
[169/310 pending, 400 total] model=qwen/qwen3-8b persona=altruist opponent=detective framing=story persona_context=same rep=4 -- ok
[170/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=literal persona_context=same rep=2 -- ok
[171/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cooperator framing=story persona_context=same rep=9 -- ok
[172/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=literal persona_context=same rep=3 -- ok
[173/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=literal persona_context=same rep=1 -- ok
[174/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=literal persona_context=same rep=5 -- ok
[175/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=literal persona_context=same rep=7 -- ok
[176/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=literal persona_context=same rep=0 -- ok
[177/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=literal persona_context=same rep=6 -- ok
[178/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=story persona_context=same rep=1 -- ok
[179/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=literal persona_context=same rep=8 -- ok
[180/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=literal persona_context=same rep=4 -- ok
[181/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=story persona_context=same rep=0 -- ok
[182/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=story persona_context=same rep=2 -- ok
[183/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=story persona_context=same rep=3 -- ok
[184/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=story persona_context=same rep=8 -- ok
[185/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=literal persona_context=same rep=9 -- ok
[186/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=story persona_context=same rep=7 -- ok
[187/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=story persona_context=same rep=9 -- ok
[188/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=story persona_context=same rep=6 -- ok
[189/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=literal persona_context=same rep=0 -- ok
[190/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=story persona_context=same rep=4 -- ok
[191/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=literal persona_context=same rep=4 -- ok
[192/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=cheater framing=story persona_context=same rep=5 -- ok
[193/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=literal persona_context=same rep=2 -- ok
[194/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=literal persona_context=same rep=7 -- ok
[195/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=literal persona_context=same rep=5 -- ok
[196/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=literal persona_context=same rep=3 -- ok
[197/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=story persona_context=same rep=0 -- ok
[198/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=story persona_context=same rep=5 -- ok
[199/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=story persona_context=same rep=4 -- ok
[200/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=literal persona_context=same rep=9 -- ok
[201/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=story persona_context=same rep=6 -- ok
[202/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=literal persona_context=same rep=1 -- ok
[203/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=story persona_context=same rep=7 -- ok
[204/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=story persona_context=same rep=9 -- ok
[205/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=story persona_context=same rep=8 -- ok
[206/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=story persona_context=same rep=2 -- ok
[207/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=literal persona_context=same rep=6 -- ok
[208/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=literal persona_context=same rep=8 -- ok
[209/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=story persona_context=same rep=1 -- ok
[210/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=literal persona_context=same rep=3 -- ok
[211/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=copycat framing=story persona_context=same rep=3 -- ok
[212/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=literal persona_context=same rep=6 -- ok
[213/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=literal persona_context=same rep=0 -- ok
[214/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=literal persona_context=same rep=1 -- ok
[215/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=literal persona_context=same rep=4 -- ok
[216/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=literal persona_context=same rep=9 -- ok
[217/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=story persona_context=same rep=0 -- ok
[218/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=literal persona_context=same rep=8 -- ok
[219/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=story persona_context=same rep=1 -- ok
[220/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=literal persona_context=same rep=7 -- ok
[221/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=story persona_context=same rep=2 -- ok
[222/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=story persona_context=same rep=5 -- ok
[223/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=story persona_context=same rep=9 -- ok
[224/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=literal persona_context=same rep=5 -- ok
[225/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=literal persona_context=same rep=0 -- ok
[226/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=literal persona_context=same rep=2 -- ok
[227/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=literal persona_context=same rep=4 -- ok
[228/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=story persona_context=same rep=3 -- ok
[229/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=literal persona_context=same rep=3 -- ok
[230/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=literal persona_context=same rep=6 -- ok
[231/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=story persona_context=same rep=7 -- ok
[232/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=literal persona_context=same rep=2 -- ok
[233/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=literal persona_context=same rep=1 -- ok
[234/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=literal persona_context=same rep=5 -- ok
[235/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=literal persona_context=same rep=9 -- ok
[236/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=literal persona_context=same rep=8 -- ok
[237/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=story persona_context=same rep=0 -- ok
[238/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=story persona_context=same rep=3 -- ok
[239/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=story persona_context=same rep=6 -- ok
[240/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=literal persona_context=same rep=7 -- ok
[241/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=story persona_context=same rep=4 -- ok
[242/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=story persona_context=same rep=7 -- ok
[243/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=story persona_context=same rep=1 -- ok
[244/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=story persona_context=same rep=2 -- ok
[245/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=story persona_context=same rep=9 -- ok
[246/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=story persona_context=same rep=8 -- ok
[247/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=literal persona_context=same rep=3 -- ok
[248/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=story persona_context=same rep=5 -- ok
[249/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cooperator framing=story persona_context=same rep=6 -- ok
[250/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=literal persona_context=same rep=0 -- ok
[251/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=literal persona_context=same rep=1 -- ok
[252/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=literal persona_context=same rep=4 -- ok
[253/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=literal persona_context=same rep=7 -- ok
[254/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=story persona_context=same rep=4 -- ok
[255/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=literal persona_context=same rep=2 -- ok
[256/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=literal persona_context=same rep=5 -- ok
[257/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=literal persona_context=same rep=9 -- ok
[258/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=story persona_context=same rep=1 -- ok
[259/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=literal persona_context=same rep=8 -- ok
[260/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=story persona_context=same rep=4 -- ok
[261/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=literal persona_context=same rep=6 -- ok
[262/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=story persona_context=same rep=2 -- ok
[263/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=story persona_context=same rep=0 -- ok
[264/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=story persona_context=same rep=6 -- ok
[265/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=story persona_context=same rep=3 -- ok
[266/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=story persona_context=same rep=9 -- ok
[267/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=story persona_context=same rep=8 -- ok
[268/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=story persona_context=same rep=5 -- ok
[269/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=cheater framing=story persona_context=same rep=7 -- ok
[270/310 pending, 400 total] model=qwen/qwen3-8b persona=saboteur opponent=detective framing=story persona_context=same rep=8 -- ok
[271/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=literal persona_context=same rep=0 -- ok
[272/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=literal persona_context=same rep=6 -- ok
[273/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=literal persona_context=same rep=2 -- ok
[274/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=literal persona_context=same rep=4 -- ok
[275/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=literal persona_context=same rep=8 -- ok
[276/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=literal persona_context=same rep=5 -- ok
[277/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=story persona_context=same rep=0 -- ok
[278/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=story persona_context=same rep=5 -- ok
[279/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=literal persona_context=same rep=1 -- ok
[280/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=story persona_context=same rep=1 -- ok
[281/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=story persona_context=same rep=4 -- ok
[282/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=story persona_context=same rep=6 -- ok
[283/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=story persona_context=same rep=7 -- ok
[284/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=story persona_context=same rep=2 -- ok
[285/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=story persona_context=same rep=3 -- ok
[286/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=literal persona_context=same rep=3 -- ok
[287/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=literal persona_context=same rep=7 -- ok
[288/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=literal persona_context=same rep=9 -- ok
[289/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=literal persona_context=same rep=3 -- ok
[290/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=story persona_context=same rep=9 -- ok
[291/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=literal persona_context=same rep=1 -- ok
[292/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=literal persona_context=same rep=7 -- ok
[293/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=literal persona_context=same rep=8 -- ok
[294/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=copycat framing=story persona_context=same rep=8 -- ok
[295/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=story persona_context=same rep=0 -- ok
[296/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=literal persona_context=same rep=5 -- ok
[297/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=literal persona_context=same rep=2 -- ok
[298/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=story persona_context=same rep=2 -- ok
[299/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=literal persona_context=same rep=0 -- ok
[300/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=story persona_context=same rep=3 -- ok
[301/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=literal persona_context=same rep=4 -- ok
[302/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=literal persona_context=same rep=9 -- ok
[303/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=literal persona_context=same rep=6 -- ok
[304/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=story persona_context=same rep=1 -- ok
[305/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=story persona_context=same rep=8 -- ok
[306/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=story persona_context=same rep=9 -- ok
[307/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=story persona_context=same rep=5 -- ok
[308/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=story persona_context=same rep=7 -- ok
[309/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=story persona_context=same rep=6 -- ok
[310/310 pending, 400 total] model=qwen/qwen3-8b persona=consultant opponent=detective framing=story persona_context=same rep=4 -- ok
Done. Results under runs/qwen3-8b
